RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?æ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region),Watched Star Wars Flim,Ranking The Flims (1-6),Chararcter Favourabilty
3288826742.0,No,No Response,No Response,No Response,No Response,0,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3288823234.0,No,No Response,No Response,No Response,No Response,0,Female,30-44,"$50,000 - $99,999",Bachelor degree,Pacific,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3288802482.0,Yes,1,Greedo,0,No Response,0,Female,> 60,No Response,Graduate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '5', '6', '4', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably']"
3288793006.0,Yes,1,I don't understand this question,0,No Response,0,Female,> 60,"$50,000 - $99,999",Bachelor degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', nan]","['1', '3', '4', '5', '2', '6']","['Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Unfamiliar (N/A)', 'Somewhat unfavorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Unfamiliar (N/A)', 'Very favorably']"
3288777560.0,Yes,1,Han,0,No Response,0,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['1', '5', '4', '2', '6', '3']","['Very favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Unfamiliar (N/A)', nan, 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Very favorably']"
3288772244.0,Yes,0,I don't understand this question,0,No Response,0,Female,18-29,No Response,High school degree,East North Central,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '3', '2', '1']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Somewhat favorably', 'Somewhat favorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)']"
3288771826.0,Yes,0,Greedo,0,No Response,0,Female,30-44,"$150,000+",Bachelor degree,East North Central,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '1', '3', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably']"
3288750443.0,Yes,1,Han,1,0,1,Male,45-60,"$0 - $24,999",Some college or Associate degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '1', '3', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Somewhat favorably', 'Very unfavorably', 'Very favorably', 'Very favorably']"
3288741236.0,Yes,1,Han,0,No Response,1,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '2', '1', '6', '4', '5']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably']"
3288740386.0,Yes,0,I don't understand this question,0,No Response,0,Female,18-29,No Response,Some college or Associate degree,Pacific,"[nan, 'Star Wars: Episode II  Attack of the Clones', nan, nan, nan, nan]","['2', '1', '3', '4', '5', '6']","['Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very favorably']"
3288728912.0,Yes,1,Han,0,No Response,1,Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat unfavorably', 'Very unfavorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Somewhat favorably']"
3288723253.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3288722710.0,Yes,1,Han,0,No Response,1,Female,45-60,"$0 - $24,999",Some college or Associate degree,New England,"[nan, nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '3', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', nan, 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3288719090.0,Yes,0,I don't understand this question,0,No Response,1,Female,18-29,"$25,000 - $49,999",Bachelor degree,West South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '5', '6', '1', '2', '4']","['Very favorably', 'Very favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Unfamiliar (N/A)', 'Very unfavorably', 'Unfamiliar (N/A)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably']"
3288718743.0,Yes,1,Han,0,No Response,1,Female,18-29,"$150,000+",Bachelor degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '3', '2']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3288714827.0,Yes,1,Greedo,1,0,0,Female,30-44,"$0 - $24,999",Graduate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '2', '1', '3']","['Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', nan, 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Very favorably']"
3288714697.0,Yes,0,I don't understand this question,0,No Response,0,Female,18-29,"$0 - $24,999",High school degree,West North Central,"[nan, nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', nan]","['3', '4', '5', '1', '2', '6']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very unfavorably', 'Very unfavorably', 'Unfamiliar (N/A)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably']"
3288713721.0,Yes,0,I don't understand this question,0,No Response,0,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '4', '6', '3', '2', '1']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Unfamiliar (N/A)', 'Very unfavorably', 'Unfamiliar (N/A)', 'Somewhat unfavorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Unfamiliar (N/A)', 'Very favorably']"
3288713570.0,Yes,1,Greedo,1,0,1,Female,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '6', '5', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very favorably']"
3288712832.0,Yes,1,Han,0,No Response,1,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['1', '2', '3', '4', '5', '6']","['Very favorably', nan, 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3288704807.0,Yes,1,Greedo,0,No Response,1,Male,45-60,"$100,000 - $149,999",Graduate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '4', '3', '2', '1', '5']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably']"
3288702291.0,Yes,1,Han,1,1,1,Male,30-44,"$150,000+",Graduate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '4', '5', '2', '1', '3']","['Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Very favorably']"
3288700554.0,Yes,0,I don't understand this question,0,No Response,0,Female,45-60,"$25,000 - $49,999",Bachelor degree,Pacific,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', nan]","['2', '3', '4', '5', '1', '6']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Neither favorably nor unfavorably (neutral)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3288699973.0,No,No Response,No Response,No Response,No Response,1,Female,30-44,"$0 - $24,999",Bachelor degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3288698545.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
