RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?æ,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region),Watched Star Wars Flim,Ranking The Flims (1-6),Chararcter Favourabilty
3291405943.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291402264.0,No,No Response,No Response,No Response,No Response,0,Male,> 60,"$25,000 - $49,999",High school degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291401326.0,Yes,1,I don't understand this question,0,No Response,1,Male,> 60,"$25,000 - $49,999",High school degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['2', '3', '4', '1', '5', '6']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Somewhat favorably', 'Very unfavorably', 'Very unfavorably', 'Very favorably']"
3291395512.0,Yes,1,I don't understand this question,1,0,0,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '3', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very unfavorably', 'Very favorably', 'Very favorably']"
3291394022.0,Yes,0,Han,0,No Response,1,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '4', '5', '6', '1', '2']","['Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very unfavorably', 'Unfamiliar (N/A)', 'Very favorably']"
3291391717.0,No,No Response,No Response,No Response,No Response,0,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291391446.0,Yes,1,Han,0,No Response,1,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,East North Central,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '3', '2', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably']"
3291391033.0,No,No Response,No Response,No Response,No Response,0,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291390734.0,No,No Response,No Response,No Response,No Response,0,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,New England,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291388906.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,No Response,High school degree,Mountain,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291388180.0,Yes,0,I don't understand this question,0,No Response,0,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', nan, 'Star Wars: Episode III  Revenge of the Sith', nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '6', '4', '5', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291380973.0,Yes,0,I don't understand this question,0,No Response,1,Female,> 60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '3', '4', '1', '2']","['Very favorably', 'Very favorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Somewhat favorably']"
3291378572.0,Yes,0,I don't understand this question,0,No Response,0,Female,> 60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', nan, nan, nan, nan]","['1', '2', '3', '4', '5', '6']","['Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very unfavorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Somewhat favorably']"
3291375306.0,Yes,0,I don't understand this question,0,No Response,0,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['2', '3', '4', '5', '6', '1']","['Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Very unfavorably', 'Very unfavorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably']"
3291364062.0,Yes,1,I don't understand this question,0,No Response,1,Male,45-60,No Response,Some college or Associate degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '3', '6', '2', '5', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291345427.0,Yes,1,Greedo,0,No Response,0,Female,> 60,"$100,000 - $149,999",Graduate degree,East North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably']"
3291341186.0,Yes,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291330710.0,Yes,0,Greedo,0,No Response,0,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '3', '1']","['Very favorably', 'Very favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291327304.0,Yes,0,I don't understand this question,0,No Response,0,Female,30-44,"$100,000 - $149,999",Some college or Associate degree,South Atlantic,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['1', '2', '4', '5', '6', '3']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably']"
3291320154.0,Yes,1,I don't understand this question,0,No Response,1,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '2', '3', '1']","['Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Very unfavorably', 'Somewhat favorably', 'Very unfavorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably']"
3291312980.0,Yes,0,Han,0,No Response,0,Female,18-29,"$0 - $24,999",High school degree,West North Central,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', nan]","['4', '2', '3', '5', '1', '6']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Somewhat favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Very favorably']"
3291290675.0,No,No Response,No Response,No Response,No Response,0,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291288174.0,Yes,1,Han,0,No Response,1,Female,> 60,"$50,000 - $99,999",Bachelor degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '2', '3', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Unfamiliar (N/A)', 'Somewhat unfavorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Unfamiliar (N/A)', 'Very favorably']"
3291271932.0,Yes,0,Han,0,No Response,0,Female,30-44,"$50,000 - $99,999",Bachelor degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '3', '2']","['Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Unfamiliar (N/A)', 'Somewhat unfavorably', 'Very unfavorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Unfamiliar (N/A)', 'Somewhat favorably']"
3291267852.0,Yes,0,I don't understand this question,0,No Response,1,Male,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,"[nan, nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '6', '5', '1', '2', '3']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Neither favorably nor unfavorably (neutral)', 'Unfamiliar (N/A)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Somewhat favorably']"
3291262515.0,Yes,0,I don't understand this question,0,No Response,0,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '3', '1', '2']","['Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Somewhat favorably', 'Unfamiliar (N/A)', nan, 'Very favorably', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Very favorably']"
3291233218.0,Yes,1,Greedo,1,0,1,Female,30-44,No Response,Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '3', '5', '6', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Very favorably', 'Somewhat favorably', 'Very unfavorably', 'Very favorably']"
3291206864.0,Yes,0,Greedo,0,No Response,0,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '1', '2', '4', '5', '6']","['Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Somewhat favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably']"
3291203531.0,No,No Response,No Response,No Response,No Response,0,Female,18-29,"$25,000 - $49,999",Bachelor degree,East North Central,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291184745.0,Yes,1,Greedo,0,No Response,0,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably']"
3291181010.0,Yes,0,Han,0,No Response,0,Male,30-44,"$0 - $24,999",Graduate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '3', '1', '2']","['Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very unfavorably', 'Somewhat favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Very unfavorably', 'Somewhat favorably', 'Very unfavorably', 'Somewhat unfavorably', 'Very favorably']"
3291159863.0,Yes,0,I don't understand this question,0,No Response,1,Female,45-60,No Response,Bachelor degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '3', '1', '2']","['Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Somewhat favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Somewhat favorably', 'Very favorably', 'Very unfavorably', 'Unfamiliar (N/A)', 'Very favorably']"
3291145258.0,Yes,0,I don't understand this question,0,No Response,0,Female,18-29,No Response,High school degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', nan, nan, nan, nan, 'Star Wars: Episode VI Return of the Jedi']","['2', '3', '4', '5', '6', '1']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably']"
3291141478.0,Yes,1,Han,1,1,1,Female,> 60,"$150,000+",Graduate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['1', '2', '3', '6', '5', '4']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably']"
3291139156.0,Yes,1,I don't understand this question,0,No Response,1,Female,45-60,No Response,Bachelor degree,West North Central,"[nan, nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '3', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Unfamiliar (N/A)', 'Very unfavorably', 'Somewhat unfavorably', 'Unfamiliar (N/A)', 'Very favorably', 'Very favorably', 'Unfamiliar (N/A)', 'Unfamiliar (N/A)', 'Very favorably']"
3291121359.0,Yes,0,Greedo,1,0,1,Male,45-60,"$25,000 - $49,999",Bachelor degree,South Atlantic,"[nan, nan, nan, nan, 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '5', '6', '4', '1', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291119656.0,Yes,0,Han,0,No Response,0,Male,30-44,"$25,000 - $49,999",High school degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['3', '1', '2', '4', '5', '6']","['Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably']"
3291101925.0,Yes,0,Han,1,0,0,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '4', '2', '5', '3', '1']","['Very favorably', 'Somewhat favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Somewhat unfavorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291094347.0,Yes,0,I don't understand this question,0,No Response,1,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', nan, nan, nan, 'Star Wars: Episode VI Return of the Jedi']","['1', '3', '4', '5', '6', '2']","['Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291092094.0,Yes,0,Han,0,No Response,0,Female,45-60,"$25,000 - $49,999",High school degree,East North Central,"[nan, nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['2', '1', '4', '3', '5', '6']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably', 'Very favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291077381.0,Yes,0,Han,0,No Response,1,Male,45-60,"$150,000+",Graduate degree,Mountain,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '2', '1', '3']","['Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Somewhat favorably', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Neither favorably nor unfavorably (neutral)', 'Somewhat unfavorably', 'Somewhat favorably', 'Very unfavorably', 'Somewhat favorably', 'Somewhat favorably']"
3291075212.0,Yes,1,Han,1,0,1,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,East South Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['6', '5', '4', '2', '1', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291064417.0,No,No Response,No Response,No Response,No Response,0,Male,30-44,"$25,000 - $49,999",Some college or Associate degree,Pacific,"[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
3291063226.0,Yes,1,Greedo,0,No Response,0,Female,18-29,"$150,000+",Bachelor degree,Pacific,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Very favorably', 'Very unfavorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Very unfavorably', 'Very favorably']"
3291060156.0,Yes,1,Greedo,0,No Response,0,Female,30-44,"$0 - $24,999",Bachelor degree,Mountain,"[nan, nan, nan, 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['4', '5', '6', '1', '3', '2']","['Very favorably', 'Very favorably', 'Very favorably', 'Very unfavorably', 'Somewhat favorably', 'Very unfavorably', 'Very unfavorably', 'Somewhat favorably', 'Somewhat unfavorably', 'Very favorably', 'Very favorably', 'Somewhat unfavorably', 'Neither favorably nor unfavorably (neutral)', 'Very favorably']"
3291056296.0,Yes,1,Han,1,1,0,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,West North Central,"['Star Wars: Episode I  The Phantom Menace', 'Star Wars: Episode II  Attack of the Clones', 'Star Wars: Episode III  Revenge of the Sith', 'Star Wars: Episode IV  A New Hope', 'Star Wars: Episode V The Empire Strikes Back', 'Star Wars: Episode VI Return of the Jedi']","['5', '6', '4', '1', '2', '3']","['Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Very favorably', 'Somewhat favorably', 'Very favorably']"
